ORDNUM,ORDSTATUS,TOTAL,CUSNUM,ORDTIME,ORDTYPE,RESNUM
2011,완료,3000,60,2019-05-20 07:00:00,테이크아웃,
2012,완료,10500,166,2019-05-26 08:32:12,매장,
2013,완료,8000,89,2019-05-25 22:50:53,매장,
2014,완료,3000,68,2019-05-26 08:27:46,테이크아웃,
2015,완료,8000,64,2019-05-25 12:33:43,매장,
2016,완료,3000,114,2019-05-21 17:48:08,테이크아웃,
2017,완료,18500,85,2019-05-23 10:12:39,테이크아웃,
2018,완료,4500,145,2019-05-26 10:06:51,테이크아웃,
2019,완료,9000,15,2019-05-22 11:49:30,테이크아웃,
2020,완료,14000,78,2019-05-21 16:37:18,매장,
2021,완료,11000,137,2019-05-20 09:18:24,테이크아웃,
2022,완료,16500,,2019-05-20 23:27:34,매장,
2023,완료,18000,,2019-05-26 09:20:09,매장,
2024,완료,9000,87,2019-05-23 23:03:33,테이크아웃,
2025,완료,4500,63,2019-05-25 06:34:17,테이크아웃,
2026,완료,4000,30,2019-05-26 11:38:07,테이크아웃,
2027,완료,3000,142,2019-05-21 18:44:09,테이크아웃,
2028,완료,16500,,2019-05-23 12:11:21,테이크아웃,
2029,완료,4000,,2019-05-21 12:22:49,테이크아웃,
2030,완료,1500,,2019-05-20 13:10:52,테이크아웃,
2031,완료,10000,31,2019-05-26 16:30:22,테이크아웃,
2032,완료,12000,137,2019-05-23 14:20:01,테이크아웃,
2033,완료,1500,,2019-05-20 09:54:06,매장,
2034,완료,11000,,2019-05-20 17:18:35,테이크아웃,
2035,완료,3000,,2019-05-26 11:43:26,매장,
2036,완료,3000,139,2019-05-23 10:01:03,매장,
2037,완료,5500,,2019-05-26 06:26:09,매장,
2038,완료,6000,167,2019-05-26 07:28:36,테이크아웃,
2039,완료,22000,96,2019-05-25 13:53:41,테이크아웃,
2040,완료,15000,,2019-05-21 14:09:03,테이크아웃,
2041,완료,12000,168,2019-05-22 13:19:12,매장,
2042,완료,27500,,2019-05-23 14:45:18,테이크아웃,
2043,완료,12000,,2019-05-26 11:11:32,매장,
2044,완료,5500,,2019-05-23 09:04:11,테이크아웃,
2045,완료,16500,164,2019-05-26 15:27:35,테이크아웃,
2046,완료,10000,23,2019-05-23 16:10:40,테이크아웃,
2047,완료,7000,156,2019-05-20 12:12:36,매장,
2048,완료,1500,,2019-05-26 23:40:55,매장,
2049,취소,3000,101,2019-05-26 07:40:31,테이크아웃,
2050,완료,3000,,2019-05-26 17:17:15,매장,
2051,완료,2500,137,2019-05-21 06:38:16,매장,
2052,완료,7500,,2019-05-21 13:33:58,테이크아웃,
2053,완료,7000,152,2019-05-26 16:34:22,테이크아웃,
2054,완료,6000,157,2019-05-25 14:59:02,매장,
2055,완료,15000,149,2019-05-23 15:21:57,테이크아웃,
2056,완료,17500,169,2019-05-25 13:02:38,테이크아웃,
2057,완료,12000,114,2019-05-26 11:46:16,테이크아웃,
2058,완료,10500,114,2019-05-25 12:29:42,테이크아웃,
2059,완료,16500,74,2019-05-26 06:46:00,매장,
2060,완료,3000,170,2019-05-22 23:07:32,매장,
2061,완료,4500,149,2019-05-20 15:46:26,테이크아웃,
2062,완료,2500,167,2019-05-26 13:31:32,테이크아웃,
2063,완료,3000,,2019-05-25 06:39:23,테이크아웃,
2064,취소,6000,28,2019-05-26 13:37:29,테이크아웃,
2065,완료,27000,,2019-05-20 11:16:15,매장,
2066,완료,11000,126,2019-05-26 11:02:56,테이크아웃,
2067,완료,33500,94,2019-05-26 22:40:50,테이크아웃,
2068,완료,4000,,2019-05-23 13:37:26,매장,
2069,완료,15000,19,2019-05-22 19:44:09,테이크아웃,
2070,취소,7500,106,2019-05-21 11:05:04,테이크아웃,
2071,완료,5500,,2019-05-21 17:16:14,테이크아웃,
2072,취소,5000,56,2019-05-23 17:38:01,테이크아웃,
2073,완료,11000,,2019-05-23 08:34:05,테이크아웃,
2074,완료,5000,23,2019-05-22 14:47:27,테이크아웃,
2075,완료,11000,,2019-05-20 11:25:56,매장,
2076,완료,9000,116,2019-05-22 12:50:13,테이크아웃,
2077,완료,10000,21,2019-05-25 13:07:47,테이크아웃,
2078,완료,4000,,2019-05-23 12:17:13,테이크아웃,
2079,완료,7000,30,2019-05-23 16:51:17,테이크아웃,
2080,완료,2000,,2019-05-20 16:01:03,테이크아웃,
2081,완료,6000,50,2019-05-23 16:29:57,매장,
2082,완료,10500,,2019-05-26 19:02:18,테이크아웃,
2083,완료,10500,,2019-05-25 12:31:18,테이크아웃,
2084,완료,16500,,2019-05-26 14:42:47,테이크아웃,
2085,완료,12000,171,2019-05-26 22:51:36,테이크아웃,
2086,완료,8000,,2019-05-20 12:53:13,테이크아웃,
2087,완료,10000,33,2019-05-22 10:09:30,매장,
2088,취소,4000,111,2019-05-22 16:28:21,테이크아웃,
2089,완료,2500,152,2019-05-23 11:41:06,테이크아웃,
2090,완료,10000,161,2019-05-25 14:12:50,매장,
2091,완료,11000,158,2019-05-21 13:46:01,테이크아웃,
2092,완료,8000,27,2019-05-22 11:37:18,매장,
2093,완료,1500,13,2019-05-25 14:22:51,매장,
2094,완료,17000,53,2019-05-20 13:52:01,테이크아웃,
2095,완료,4500,95,2019-05-22 10:33:05,테이크아웃,
2096,취소,4000,,2019-05-22 11:54:39,테이크아웃,
2097,완료,8000,7,2019-05-26 16:08:58,테이크아웃,
2098,완료,3000,100,2019-05-23 15:20:14,매장,
2099,완료,3000,,2019-05-22 11:04:31,테이크아웃,
2100,완료,16500,124,2019-05-26 11:04:43,테이크아웃,
2101,완료,13500,102,2019-05-25 15:55:59,테이크아웃,
2102,완료,3000,,2019-05-20 20:55:21,매장,
2103,완료,3000,24,2019-05-26 11:10:22,매장,
2104,완료,4500,127,2019-05-21 13:42:16,매장,
2105,완료,7500,,2019-05-26 10:31:58,테이크아웃,
2106,완료,19500,82,2019-05-21 11:08:28,매장,
2107,완료,5000,93,2019-05-20 16:37:39,테이크아웃,
2108,완료,16500,22,2019-05-21 18:10:25,테이크아웃,
2109,완료,10500,,2019-05-20 07:51:05,테이크아웃,
2110,완료,15000,116,2019-05-26 12:22:30,테이크아웃,
2111,완료,6000,16,2019-05-22 10:31:45,테이크아웃,
2112,완료,4000,104,2019-05-20 20:18:58,매장,
2113,완료,11000,,2019-05-20 10:38:48,테이크아웃,
2114,완료,1500,,2019-05-20 15:09:28,테이크아웃,
2115,완료,31000,125,2019-05-21 12:22:25,매장,
2116,완료,18500,,2019-05-26 11:55:14,테이크아웃,
2117,완료,5500,34,2019-05-26 21:45:28,테이크아웃,
2118,취소,10500,84,2019-05-21 13:05:36,테이크아웃,
2119,완료,16500,2,2019-05-26 07:12:35,테이크아웃,
2120,완료,3500,140,2019-05-20 17:16:37,테이크아웃,
2121,완료,5000,,2019-05-21 21:57:15,테이크아웃,
2122,완료,8500,63,2019-05-26 13:56:41,매장,
2123,완료,15000,128,2019-05-21 06:14:39,테이크아웃,
2124,완료,4000,25,2019-05-23 10:47:37,테이크아웃,
2125,완료,11000,155,2019-05-21 13:21:51,테이크아웃,
2126,완료,5000,12,2019-05-25 12:35:30,테이크아웃,
2127,완료,7000,,2019-05-20 15:57:58,테이크아웃,
2128,완료,1500,75,2019-05-20 06:04:05,테이크아웃,
2129,완료,8000,150,2019-05-22 21:54:55,테이크아웃,
2130,완료,15000,107,2019-05-20 14:32:31,매장,
2131,완료,16000,,2019-05-20 16:16:01,테이크아웃,
2132,완료,12000,,2019-05-23 08:25:48,테이크아웃,
2133,취소,21500,,2019-05-23 13:45:11,매장,
2134,완료,5000,39,2019-05-20 11:06:23,테이크아웃,
2135,완료,10000,121,2019-05-23 22:43:23,테이크아웃,
2136,완료,8000,40,2019-05-26 13:37:44,테이크아웃,
2137,완료,8000,79,2019-05-25 19:52:29,테이크아웃,
2138,완료,12000,33,2019-05-20 21:27:39,테이크아웃,
2139,완료,6000,134,2019-05-26 20:48:55,테이크아웃,
2140,완료,12000,99,2019-05-22 23:47:04,매장,
2141,완료,3500,78,2019-05-22 15:22:12,매장,
2142,완료,10000,,2019-05-25 08:59:40,테이크아웃,
2143,완료,9000,147,2019-05-23 10:32:52,매장,
2144,완료,1500,93,2019-05-20 22:34:50,테이크아웃,
2145,완료,4000,33,2019-05-25 14:41:54,매장,
2146,완료,5500,,2019-05-23 09:39:34,테이크아웃,
2147,완료,8000,132,2019-05-21 14:30:28,테이크아웃,
2148,완료,21000,49,2019-05-26 19:28:16,테이크아웃,
2149,완료,5000,,2019-05-25 21:14:24,테이크아웃,
2150,취소,1500,,2019-05-23 13:25:16,매장,
2151,완료,6500,4,2019-05-21 11:47:10,매장,
2152,완료,9000,,2019-05-20 21:39:54,테이크아웃,
2153,완료,9000,,2019-05-25 15:45:44,테이크아웃,
2154,완료,8000,75,2019-05-26 12:03:58,테이크아웃,
2155,완료,9000,,2019-05-25 11:17:27,테이크아웃,
2156,완료,5500,,2019-05-21 11:39:04,테이크아웃,
2157,취소,4500,136,2019-05-26 14:27:48,매장,
2158,완료,9000,138,2019-05-20 20:22:36,테이크아웃,
2159,완료,4000,172,2019-05-20 15:48:14,테이크아웃,
2160,완료,10500,118,2019-05-26 12:52:18,테이크아웃,
2161,완료,12000,59,2019-05-21 09:13:22,테이크아웃,
2162,완료,4000,80,2019-05-25 17:16:38,테이크아웃,
2163,완료,3000,25,2019-05-20 12:36:29,테이크아웃,
2164,완료,1500,15,2019-05-22 11:21:47,테이크아웃,
2165,완료,2000,105,2019-05-22 16:02:45,매장,
2166,완료,3500,95,2019-05-22 12:40:41,매장,
2167,완료,16000,166,2019-05-23 11:22:09,테이크아웃,
2168,완료,15000,55,2019-05-22 14:17:24,테이크아웃,
2169,완료,10500,161,2019-05-21 21:01:41,매장,
2170,완료,7000,47,2019-05-26 11:13:35,테이크아웃,
2171,완료,5500,143,2019-05-22 17:05:20,테이크아웃,
2172,취소,4000,64,2019-05-25 11:56:25,테이크아웃,
2173,완료,11000,40,2019-05-26 15:01:56,매장,
2174,완료,5000,26,2019-05-25 11:25:52,테이크아웃,
2175,완료,9000,,2019-05-20 16:31:40,테이크아웃,
2176,완료,35500,136,2019-05-23 08:15:43,테이크아웃,
2177,완료,11000,28,2019-05-20 12:33:09,테이크아웃,
2178,완료,3500,56,2019-05-20 13:06:52,테이크아웃,
2179,완료,16500,,2019-05-20 21:08:12,테이크아웃,
2180,완료,1500,139,2019-05-20 10:20:55,테이크아웃,
2181,완료,3000,173,2019-05-22 13:14:04,매장,
2182,취소,11000,131,2019-05-21 07:35:48,매장,
2183,완료,5000,146,2019-05-20 09:07:36,테이크아웃,
2184,완료,4000,171,2019-05-22 11:50:14,매장,
2185,완료,15000,34,2019-05-25 18:34:55,매장,
2186,완료,30000,88,2019-05-23 11:19:16,테이크아웃,
2187,완료,3500,,2019-05-22 14:00:04,매장,
2188,완료,5500,,2019-05-21 16:49:16,테이크아웃,
2189,완료,5500,167,2019-05-21 21:47:57,테이크아웃,
2190,완료,8000,156,2019-05-20 20:06:47,매장,
2191,완료,1500,,2019-05-21 06:32:07,테이크아웃,
2192,완료,5500,84,2019-05-22 16:18:09,테이크아웃,
2193,완료,4500,61,2019-05-25 08:32:54,매장,
2194,완료,4500,91,2019-05-22 16:17:44,테이크아웃,
2195,완료,11000,24,2019-05-21 21:09:20,테이크아웃,
2196,완료,6000,44,2019-05-26 11:44:07,테이크아웃,
2197,완료,5500,27,2019-05-23 11:23:48,매장,
2198,완료,7000,137,2019-05-20 06:45:22,매장,
2199,완료,8000,139,2019-05-20 16:30:02,테이크아웃,
2200,완료,10000,174,2019-05-26 13:04:30,테이크아웃,
2201,완료,14000,2,2019-05-21 06:20:02,테이크아웃,
2202,완료,17500,157,2019-05-21 18:22:44,테이크아웃,
2203,완료,10000,,2019-05-25 23:15:58,매장,
2204,완료,12000,110,2019-05-21 14:38:36,매장,
2205,완료,33500,152,2019-05-21 14:08:51,테이크아웃,
2206,완료,4000,,2019-05-26 10:48:48,테이크아웃,
2207,완료,3000,,2019-05-20 20:11:22,테이크아웃,
2208,완료,8000,22,2019-05-22 16:48:21,테이크아웃,
2209,완료,12000,175,2019-05-26 17:07:30,테이크아웃,
2210,완료,21000,82,2019-05-21 16:15:03,테이크아웃,
2211,완료,16500,115,2019-05-22 12:10:25,테이크아웃,
2212,완료,4500,19,2019-05-20 07:48:31,매장,
2213,완료,10000,,2019-05-25 14:05:17,테이크아웃,
2214,완료,15500,,2019-05-26 11:27:40,테이크아웃,
2215,완료,16000,154,2019-05-26 16:54:04,테이크아웃,
2216,완료,5000,98,2019-05-22 13:29:43,테이크아웃,
2217,취소,9000,12,2019-05-25 23:04:52,테이크아웃,
2218,완료,9000,141,2019-05-22 13:51:12,매장,
2219,완료,3000,128,2019-05-21 12:09:47,테이크아웃,
2220,완료,1500,176,2019-05-26 19:12:20,매장,
2221,완료,6000,25,2019-05-25 16:38:22,테이크아웃,
2222,완료,6000,93,2019-05-23 15:03:38,테이크아웃,
2223,완료,5000,3,2019-05-22 12:49:48,테이크아웃,
2224,완료,1500,,2019-05-26 13:48:34,테이크아웃,
2225,완료,3000,,2019-05-26 11:47:32,테이크아웃,
2226,완료,11000,163,2019-05-26 19:19:27,테이크아웃,
2227,완료,20500,23,2019-05-20 11:55:20,테이크아웃,
2228,완료,3000,176,2019-05-25 08:26:25,테이크아웃,
2229,완료,10500,146,2019-05-20 11:17:39,테이크아웃,
2230,완료,11000,78,2019-05-23 13:38:35,테이크아웃,
2231,완료,12000,,2019-05-23 18:34:59,테이크아웃,
2232,완료,11000,77,2019-05-21 16:59:26,테이크아웃,
2233,완료,3000,162,2019-05-25 23:57:00,테이크아웃,
2234,완료,4000,67,2019-05-26 18:38:38,테이크아웃,
2235,완료,7500,169,2019-05-26 07:44:15,매장,
2236,완료,9000,143,2019-05-23 11:05:37,매장,
2237,완료,18000,,2019-05-26 17:04:18,매장,
2238,완료,1500,117,2019-05-25 15:35:22,테이크아웃,
2239,완료,16000,,2019-05-22 11:47:06,매장,
2240,완료,8000,,2019-05-25 11:27:00,매장,
2241,완료,5000,131,2019-05-26 20:12:49,테이크아웃,
2242,완료,9000,,2019-05-25 13:01:28,테이크아웃,
2243,완료,8000,177,2019-05-22 12:09:22,테이크아웃,
2244,완료,6000,178,2019-05-26 08:23:29,테이크아웃,
2245,완료,16000,46,2019-05-22 13:04:14,테이크아웃,
2246,완료,5500,137,2019-05-21 12:47:55,테이크아웃,
2247,완료,2500,,2019-05-23 11:53:46,테이크아웃,
2248,완료,28500,11,2019-05-23 20:37:17,테이크아웃,
2249,완료,15000,179,2019-05-22 10:10:32,테이크아웃,
2250,완료,4000,4,2019-05-26 20:53:00,매장,
2251,완료,8000,,2019-05-25 10:18:53,매장,
2252,완료,6000,89,2019-05-23 10:23:52,테이크아웃,
2253,완료,10500,180,2019-05-22 09:40:21,테이크아웃,
2254,완료,7000,,2019-05-23 09:56:18,테이크아웃,
2255,완료,5000,121,2019-05-25 13:26:19,테이크아웃,
2256,완료,10000,181,2019-05-26 15:58:53,매장,
2257,완료,4000,33,2019-05-26 11:29:09,테이크아웃,
2258,완료,15000,166,2019-05-23 06:14:00,매장,
2259,완료,4000,,2019-05-23 13:06:55,테이크아웃,
2260,완료,9000,82,2019-05-23 09:14:17,테이크아웃,
2261,완료,6000,45,2019-05-21 13:32:25,매장,
2262,완료,2000,,2019-05-26 20:45:59,테이크아웃,
2263,완료,5500,,2019-05-25 13:52:38,테이크아웃,
2264,완료,17500,,2019-05-20 06:26:38,매장,
2265,완료,4500,92,2019-05-25 13:12:54,매장,
2266,완료,3000,86,2019-05-20 18:28:41,매장,
2267,완료,4500,100,2019-05-20 13:17:39,테이크아웃,
2268,완료,4500,,2019-05-26 11:27:39,매장,
2269,완료,8000,79,2019-05-20 13:09:50,테이크아웃,
2270,완료,6000,8,2019-05-20 23:37:08,매장,
2271,완료,1500,18,2019-05-21 21:11:46,테이크아웃,
2272,완료,2000,,2019-05-20 14:14:44,테이크아웃,
2273,완료,2000,150,2019-05-22 09:38:54,매장,
2274,완료,9000,128,2019-05-26 18:20:08,매장,
2275,완료,5500,24,2019-05-21 07:10:02,매장,
2276,완료,8000,86,2019-05-22 14:21:59,테이크아웃,
2277,완료,3500,172,2019-05-26 16:46:46,매장,
2278,취소,8000,163,2019-05-26 08:41:11,매장,
2279,완료,4500,166,2019-05-21 18:32:52,테이크아웃,
2280,완료,11000,70,2019-05-22 06:15:18,테이크아웃,
2281,완료,7000,96,2019-05-23 16:48:38,테이크아웃,
2282,완료,15000,64,2019-05-25 10:37:46,매장,
2283,완료,10000,,2019-05-20 16:57:34,테이크아웃,
2284,취소,10500,,2019-05-21 08:35:53,테이크아웃,
2285,완료,3000,,2019-05-25 17:36:27,테이크아웃,
2286,완료,12000,178,2019-05-26 19:04:26,테이크아웃,
2287,완료,4000,177,2019-05-22 13:49:08,매장,
2288,완료,9000,135,2019-05-20 14:17:51,테이크아웃,
2289,완료,7500,,2019-05-25 04:16:11,테이크아웃,
2290,완료,5500,35,2019-05-25 08:46:15,매장,
2291,완료,9000,176,2019-05-22 09:35:57,테이크아웃,
2292,완료,3000,,2019-05-22 11:17:27,테이크아웃,
2293,완료,9000,,2019-05-26 07:59:41,매장,
2294,완료,5000,116,2019-05-26 08:25:31,테이크아웃,
2295,완료,1500,182,2019-05-20 11:43:59,테이크아웃,
2296,완료,21000,117,2019-05-21 13:44:00,테이크아웃,
2297,완료,4500,147,2019-05-26 17:41:11,매장,
2298,완료,15500,130,2019-05-22 13:11:54,매장,
2299,완료,5000,,2019-05-23 11:40:49,매장,
2300,완료,15000,,2019-05-26 12:46:26,테이크아웃,
2301,완료,1500,94,2019-05-22 16:47:24,테이크아웃,
2302,완료,24000,11,2019-05-26 10:41:19,테이크아웃,
2303,완료,3000,152,2019-05-20 11:12:18,매장,
2304,완료,4000,141,2019-05-26 13:32:53,매장,
2305,완료,30000,12,2019-05-23 13:07:14,테이크아웃,
2306,완료,5500,,2019-05-26 12:53:10,테이크아웃,
2307,완료,12000,73,2019-05-22 13:51:12,매장,
2308,완료,19500,183,2019-05-23 16:06:31,매장,
2309,완료,4000,184,2019-05-22 12:31:42,테이크아웃,
2310,완료,10000,163,2019-05-23 08:51:12,매장,
2311,완료,15000,185,2019-05-25 16:26:20,테이크아웃,
2312,완료,18000,,2019-05-22 18:45:08,매장,
2313,완료,6000,143,2019-05-20 12:00:00,테이크아웃,
2314,완료,10500,124,2019-05-22 11:58:33,테이크아웃,
2315,취소,7500,71,2019-05-23 10:36:05,테이크아웃,
2316,완료,24500,137,2019-05-23 20:35:59,매장,
2317,완료,12000,93,2019-05-20 14:53:33,테이크아웃,
2318,완료,3500,57,2019-05-26 16:46:28,테이크아웃,
2319,완료,4000,31,2019-05-20 11:56:38,테이크아웃,
2320,완료,9000,146,2019-05-22 10:11:25,매장,
2321,완료,11000,,2019-05-20 11:38:59,매장,
2322,완료,8000,140,2019-05-22 23:41:12,테이크아웃,
2323,완료,7500,114,2019-05-25 07:24:38,매장,
2324,완료,4000,155,2019-05-21 15:26:25,매장,
2325,완료,12000,,2019-05-26 07:46:31,테이크아웃,
2326,완료,9000,176,2019-05-26 23:05:11,테이크아웃,
2327,완료,7500,162,2019-05-26 17:33:08,테이크아웃,
2328,완료,10000,163,2019-05-25 17:49:27,테이크아웃,
2329,완료,15000,4,2019-05-20 09:22:18,테이크아웃,
2330,완료,20500,178,2019-05-25 13:20:58,테이크아웃,
2331,완료,28000,120,2019-05-22 11:28:28,테이크아웃,
2332,완료,8000,173,2019-05-26 16:45:11,매장,
2333,완료,7000,186,2019-05-20 15:08:55,테이크아웃,
2334,완료,12000,,2019-05-23 18:16:13,테이크아웃,
2335,완료,7000,71,2019-05-26 12:46:16,매장,
2336,완료,7500,21,2019-05-20 16:19:35,매장,
2337,완료,8000,54,2019-05-20 08:43:56,매장,
2338,완료,4000,135,2019-05-23 18:23:00,테이크아웃,
2339,완료,3000,,2019-05-21 11:23:14,테이크아웃,
2340,완료,15000,179,2019-05-25 16:44:19,테이크아웃,
2341,완료,2000,,2019-05-21 11:41:08,테이크아웃,
2342,완료,6000,,2019-05-22 09:44:00,매장,
2343,완료,5000,144,2019-05-25 21:11:01,테이크아웃,
2344,완료,15500,64,2019-05-21 23:33:26,테이크아웃,
2345,완료,21500,,2019-05-26 12:28:49,테이크아웃,
2346,완료,4000,157,2019-05-22 17:30:06,테이크아웃,
2347,완료,6000,,2019-05-21 11:29:38,테이크아웃,
2348,완료,12000,151,2019-05-26 20:28:20,테이크아웃,
2349,완료,2500,98,2019-05-23 20:54:59,테이크아웃,
2350,완료,1500,113,2019-05-23 08:21:18,테이크아웃,
2351,완료,20000,93,2019-05-22 14:09:01,매장,
2352,완료,4000,74,2019-05-23 17:36:25,테이크아웃,
2353,완료,11500,108,2019-05-26 09:39:14,테이크아웃,
2354,완료,3000,,2019-05-22 22:33:09,테이크아웃,
2355,완료,10000,,2019-05-20 22:17:46,테이크아웃,
2356,완료,2000,85,2019-05-26 19:31:59,매장,
2357,완료,5500,36,2019-05-26 23:21:05,테이크아웃,
2358,완료,6000,47,2019-05-21 11:10:52,테이크아웃,
2359,완료,2000,74,2019-05-21 21:22:19,테이크아웃,
2360,완료,30000,,2019-05-26 07:04:59,매장,
2361,완료,4500,94,2019-05-26 14:01:01,매장,
2362,완료,18000,7,2019-05-23 10:32:36,테이크아웃,
2363,완료,8000,,2019-05-22 21:58:55,테이크아웃,
2364,완료,9000,148,2019-05-21 08:33:53,테이크아웃,
2365,완료,6000,,2019-05-25 12:34:56,테이크아웃,
2366,완료,16500,67,2019-05-26 13:32:16,테이크아웃,
2367,완료,1500,9,2019-05-23 16:07:45,테이크아웃,
2368,완료,8000,,2019-05-26 12:17:25,테이크아웃,
2369,완료,4000,120,2019-05-22 10:28:10,테이크아웃,
2370,완료,19500,187,2019-05-23 23:54:12,테이크아웃,
2371,완료,15000,153,2019-05-20 12:03:06,테이크아웃,
2372,완료,5500,127,2019-05-26 13:19:38,매장,
2373,완료,5500,,2019-05-26 18:42:41,테이크아웃,
2374,완료,4500,,2019-05-26 14:32:56,매장,
2375,완료,3500,70,2019-05-20 11:22:46,매장,
2376,완료,5500,,2019-05-25 11:57:36,매장,
2377,완료,29500,32,2019-05-23 06:26:49,매장,
2378,완료,3000,82,2019-05-21 12:34:40,테이크아웃,
2379,완료,18000,145,2019-05-25 14:19:44,테이크아웃,
2380,완료,6000,175,2019-05-20 16:23:21,테이크아웃,
2381,완료,12000,,2019-05-26 10:23:08,테이크아웃,
2382,완료,9000,31,2019-05-21 09:00:03,테이크아웃,
